file,class,type,wmc,lcom,lcom*,loc
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\InnerClassScript.java,InnerClassScript,class,1,0,0,13
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\SplitMultiplePefContainersScript.java,SplitMultiplePefContainersScript,class,27,28,0.875,113
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\BSim\ghidra_scripts\QueryWithFiltersScript.java,QueryWithFiltersScript,class,22,22,0.8271605,118
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\FunctionID\ghidra_scripts\RepackFid.java,RepackFid,class,4,1,0,34
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\SBCommandInterpreter.java,SWIG.SBCommandInterpreter,class,40,0,0.85328186,127
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\FunctionID\ghidra_scripts\MSLibBatchImportWorker.java,MSLibBatchImportWorker,class,44,17,0.7857143,178
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\SBCommunication.java,SWIG.SBCommunication,class,24,0,0.8511905,80
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\TypeOptions.java,SWIG.TypeOptions,class,11,15,0.83333325,42
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\GPL\DMG\src\dmg\java\mobiledevices\dmg\decmpfs\DecmpfsConstants.java,mobiledevices.dmg.decmpfs.DecmpfsConstants,class,0,0,NaN,5
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\ConvertDotToDashInAutoAnalysisLabels.java,ConvertDotToDashInAutoAnalysisLabels,class,5,0,0,14
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\BSim\ghidra_scripts\CompareBSimSignaturesScript.java,CompareBSimSignaturesScript,class,19,3,0.33333334,119
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\GPL\DMG\src\dmg\java\mobiledevices\dmg\btree\BTreeUserDataRecord.java,mobiledevices.dmg.btree.BTreeUserDataRecord,class,2,0,0,9
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\SBHostOS.java,SWIG.SBHostOS,class,17,85,0.82142854,53
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\LinuxSystemMapImportScript.java,LinuxSystemMapImportScript,class,14,3,0,69
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\TraceEvent.java,SWIG.TraceEvent,class,11,15,0.8333334,36
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\StopReason.java,SWIG.StopReason,class,11,15,0.8333332,46
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\SearchGuiSingle.java,SearchGuiSingle,class,7,1,0.4583333,62
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\FindUndefinedFunctionsFollowUpScript.java,FindUndefinedFunctionsFollowUpScript,class,37,6,0,85
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\ImportAllProgramsFromADirectoryScript.java,ImportAllProgramsFromADirectoryScript,class,6,0,0,33
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\SBFunction.java,SWIG.SBFunction,class,25,0,0.5227273,77
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\GenerateLotsOfProgramsScript.java,GenerateLotsOfProgramsScript,class,3,1,0,30
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\ExtractELFDebugFilesScript.java,ExtractELFDebugFilesScript,class,15,0,0.44444445,67
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\LabelDataScript.java,LabelDataScript,class,10,0,0,26
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\ProgressExampleScript.java,ProgressExampleScript,class,2,0,0,11
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Decompiler\ghidra_scripts\classrecovery\RTTIGccClassRecoverer.java,classrecovery.RTTIGccClassRecoverer,class,697,8637,0.9789563,2818
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\EmuX86DeobfuscateExampleScript.java,EmuX86DeobfuscateExampleScript,class,22,8,0.725,101
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Processors\DATA\ghidra_scripts\LoadDataScript.java,LoadDataScript,class,2,0,0,22
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\CreateExampleGDTArchiveScript.java,CreateExampleGDTArchiveScript,class,8,9,0.5833334,46
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\docs\GhidraClass\Debugger\ghidra_scripts\DumpBoardScript.java,DumpBoardScript,class,13,0,0,49
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\SBFileSpec.java,SWIG.SBFileSpec,class,23,8,0.6,71
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\WatchpointEventType.java,SWIG.WatchpointEventType,class,11,15,0.8333333,41
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\FixupGolangFuncParamStorageScript.java,FixupGolangFuncParamStorageScript,class,4,0,0,15
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Extensions\Ghidra\Skeleton\src\main\java\skeleton\SkeletonLoader.java,skeleton.SkeletonLoader,class,5,10,0,19
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\StructuredDataType.java,SWIG.StructuredDataType,class,11,15,0.8333333,40
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\IterateFunctionsByAddressScript.java,IterateFunctionsByAddressScript,class,9,3,0,46
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Decompiler\ghidra_scripts\FindPotentialDecompilerProblems.java,FindPotentialDecompilerProblems$IssueEntries,interface,3,3,0,5
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\SBTypeCategory.java,SWIG.SBTypeCategory,class,42,0,0.51282054,128
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\FileFormats\ghidra_scripts\SplitExtensibleFirmwareInterfaceScript.java,SplitExtensibleFirmwareInterfaceScript,class,4,0,0,50
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\RunMode.java,SWIG.RunMode,class,11,15,0.8333334,34
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\SearchMnemonicsOpsConstScript.java,SearchMnemonicsOpsConstScript,class,1,0,0,7
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger\ghidra_scripts\PopulateDemoTrace.java,PopulateDemoTrace,class,9,17,0.84126973,222
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Processors\JVM\ghidra_scripts\CreateJNIGDTArchivesScript.java,CreateJNIGDTArchivesScript,class,7,4,0.5,48
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger\ghidra_scripts\ComputeUnwindInfoScript.java,ComputeUnwindInfoScript,class,6,1,0,27
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Decompiler\ghidra_scripts\GraphASTScript.java,GraphASTScript,class,7,0,0.5833333,50
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Decompiler\ghidra_scripts\ShowCCallsScript.java,ShowCCallsScript,class,34,16,0.6666667,137
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\GPL\DMG\src\dmg\java\mobiledevices\dmg\ghidra\GDataConverter.java,mobiledevices.dmg.ghidra.GDataConverter,interface,24,276,0,26
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\CreateFunctionsFromSelection.java,CreateFunctionsFromSelection,class,5,0,0,15
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\GPL\DMG\src\dmg\java\mobiledevices\dmg\ghidra\GFileUtilityMethods.java,mobiledevices.dmg.ghidra.GFileUtilityMethods,class,9,1,0.33333334,51
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-agent-dbgmodel-traceloader\ghidra_scripts\PopulateTraceLocal.java,PopulateTraceLocal,class,25,2,0.71666664,155
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\SBDeclaration.java,SWIG.SBDeclaration,class,18,0,0.53333336,56
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\CreateRelocationBasedOperandReferences.java,CreateRelocationBasedOperandReferences,class,25,3,0,107
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\EmuX86GccDeobfuscateHookExampleScript.java,EmuX86GccDeobfuscateHookExampleScript,class,23,8,0.6909091,143
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\GnuDemangler\ghidra_scripts\DemangleElfWithOptionScript.java,DemangleElfWithOptionScript,class,7,0,0,27
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\SBPlatformShellCommand.java,SWIG.SBPlatformShellCommand,class,22,0,0.55263156,68
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Decompiler\ghidra_scripts\FixSwitchStatementsWithDecompiler.java,FixSwitchStatementsWithDecompiler,class,9,1,0,51
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\SWIGTYPE_p_f_p_void__p_void.java,SWIG.SWIGTYPE_p_f_p_void__p_void,class,4,0,0,12
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\SynchronizeGDTCategoryPaths.java,SynchronizeGDTCategoryPaths,class,13,3,0,66
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\FileFormats\ghidra_scripts\BTreeAnnotationScript.java,BTreeAnnotationScript,class,21,55,0,119
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\YaraGhidraGUIScript.java,YaraGhidraGUIScript,class,14,0,0.25,109
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\FindTextScript.java,FindTextScript,class,4,0,0,21
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\TypeClass.java,SWIG.TypeClass,class,11,15,0.8333334,52
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\MakeFunctionsInlineVoidScript.java,MakeFunctionsInlineVoidScript,class,7,1,0,24
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\GPL\DMG\src\dmg\java\mobiledevices\dmg\zlib\ZLIB.java,mobiledevices.dmg.zlib.ZLIB,class,17,15,0,69
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\FilePermissions.java,SWIG.FilePermissions,class,11,15,0.83333343,57
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\SetEquateScript.java,SetEquateScript,class,11,0,0,37
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Decompiler\ghidra_scripts\classrecovery\GccTypeinfoRef.java,classrecovery.GccTypeinfoRef,class,4,0,0.25,16
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\WatchpointKind.java,SWIG.WatchpointKind,class,11,15,0.8333333,33
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\DeleteEmptyPlateCommentsScript.java,DeleteEmptyPlateCommentsScript,class,9,0,0,30
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\DWARFSetExternalDebugFilesLocationPrescript.java,DWARFSetExternalDebugFilesLocationPrescript,class,4,0,0,21
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\SBModule.java,SWIG.SBModule,class,55,0,0.5480769,167
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\CountSymbolsScript.java,CountSymbolsScript,class,4,0,0,16
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\CreateHelpTemplateScript.java,CreateHelpTemplateScript,class,11,6,0,94
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\GPL\DMG\src\dmg\java\mobiledevices\dmg\ghidra\GSystemUtilities.java,mobiledevices.dmg.ghidra.GSystemUtilities,class,2,0,0,8
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Decompiler\ghidra_scripts\classrecovery\RTTIClassRecoverer.java,classrecovery.RTTIClassRecoverer,class,35,70,0.89230776,145
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\SystemEmulation\ghidra_scripts\EmuDeskCheckScript.java,EmuDeskCheckScript,class,16,10,0,113
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\HelloWorldScript.java,HelloWorldScript,class,1,0,0,5
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\COFF_ArchiveScript.java,COFF_ArchiveScript,class,1,0,0,6
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Decompiler\ghidra_scripts\classrecovery\BaseTypeinfo.java,classrecovery.BaseTypeinfo,class,9,3,0.6857143,38
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\InputReaderAction.java,SWIG.InputReaderAction,class,11,15,0.8333333,39
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\GPL\DMG\src\dmg\java\mobiledevices\dmg\ghidra\GDataConverterLE.java,mobiledevices.dmg.ghidra.GDataConverterLE,class,31,300,1,107
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\FunctionID\ghidra_scripts\RemoveFunctions.java,RemoveFunctions,class,42,0,0.26190478,555
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\FileFormats\ghidra_scripts\GetSymbolForDynamicAddress.java,GetSymbolForDynamicAddress,class,26,0,0.5238095,115
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\SBSymbolContext.java,SWIG.SBSymbolContext,class,25,0,0.5227273,77
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\SBLanguageRuntime.java,SWIG.SBLanguageRuntime,class,10,15,0.6428572,32
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\PrintFunctionCallTreesScript.java,PrintFunctionCallTreesScript,class,21,21,0,88
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\SWIGTYPE_p_lldb__ConnectionStatus.java,SWIG.SWIGTYPE_p_lldb__ConnectionStatus,class,4,0,0,12
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\SBTypeList.java,SWIG.SBTypeList,class,12,0,0.5,38
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\FileFormats\ghidra_scripts\PointerPullerScript.java,PointerPullerScript,class,19,3,0.6666667,65
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\DebugSleighInstructionParse.java,DebugSleighInstructionParse,class,9,1,0,39
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\SearchForImageBaseOffsetsScript.java,SearchForImageBaseOffsetsScript,class,14,15,0.8333333,74
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\InstructionControlFlowKind.java,SWIG.InstructionControlFlowKind,class,11,15,0.8333333,40
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\TypeSummaryCapping.java,SWIG.TypeSummaryCapping,class,11,15,0.8333333,33
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\SBThread.java,SWIG.SBThread,class,74,0,0.8571429,229
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\SBUnixSignals.java,SWIG.SBUnixSignals,class,21,0,0.5277778,65
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\SBFile.java,SWIG.SBFile,class,19,48,0.65625,59
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\SBLineEntry.java,SWIG.SBLineEntry,class,20,0,0.5294118,62
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\SBValueList.java,SWIG.SBValueList,class,19,0,0.53125,59
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\CompareAnalysisScript.java,CompareAnalysisScript,class,61,36,0,275
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Extensions\Ghidra\Skeleton\src\main\java\skeleton\SkeletonExporter.java,skeleton.SkeletonExporter,class,5,10,0,18
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\CallAnotherScript.java,CallAnotherScript,class,1,0,0,6
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\DWIMPrintVerbosity.java,SWIG.DWIMPrintVerbosity,class,11,15,0.8333334,34
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\ExpressionEvaluationPhase.java,SWIG.ExpressionEvaluationPhase,class,11,15,0.8333334,35
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\ConvertDotDotDotScript.java,ConvertDotDotDotScript,class,19,2,0.5,77
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\GPL\DMG\src\dmg\java\mobiledevices\dmg\reader\DmgFileReader.java,mobiledevices.dmg.reader.DmgFileReader,class,58,30,0.78571427,229
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\ShowEquatesInSelectionScript.java,ShowEquatesInSelectionScript,class,3,0,0,17
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\SBVariablesOptions.java,SWIG.SBVariablesOptions,class,24,0,0.52380955,74
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\DoThumbDisassemble.java,DoThumbDisassemble,class,6,0,0,25
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-agent-dbgmodel-traceloader\ghidra_scripts\BangAddressToMemory.java,BangAddressToMemory,class,12,2,0.6785714,72
